date,uuid,rank,username,lastJoined,daysLastJoined,playtime,wars,graids,lootruns,raids,totalLevel,contentCompletion
2026-03-08T05:05:03.417889Z,283536d3-5e6f-4c8d-a23b-9fa8a8b50f18,RECRUIT,notBirdblade,2026-03-08T01:14:24.412000Z,0.16,118.83,0,0,3,37,1159,872
2026-03-08T05:05:03.417889Z,e781dac3-37b9-48e8-b588-dc8b5a1e0200,RECRUIT,Bluvey,2026-03-08T01:21:03.656000Z,0.156,196.33,1,10,5,92,695,750
2026-03-08T05:05:03.417889Z,b22cfe82-4f5d-4b43-b63f-8e33bf3d7835,RECRUIT,SewageFarts,2026-03-06T23:13:20.949000Z,1.244,43.08,24,1,1,5,603,358
2026-03-08T05:05:03.417889Z,bd589667-31d5-4f6c-95b8-04ddad4b241f,RECRUIT,iParadox1122,2026-02-19T06:57:07.851000Z,16.922,98.75,0,0,1,15,1095,620
2026-03-08T05:05:03.417889Z,2adb411c-37e2-491c-8afd-9a38fc4fdf06,RECRUIT,_Hammie_,2026-03-06T18:29:48.216000Z,1.441,108.0,0,0,0,3,293,813
2026-03-08T05:05:03.417889Z,4bfb9baf-7347-43c8-9c4d-5c55b27c780e,RECRUIT,Ryuuchen,2026-03-07T20:04:12.835000Z,0.376,170.08,0,0,2,5,1599,1070
2026-03-08T05:05:03.417889Z,f2fb427f-1ccc-495f-90f1-d40ad5de42f9,RECRUIT,Pogo_Duck,2026-03-04T08:15:06.784000Z,3.868,358.58,0,1,1,122,1785,863
2026-03-08T05:05:03.417889Z,1b6b5470-e8d6-48c8-a553-5bb52395a662,RECRUIT,Kanaefx,2026-02-28T02:56:34.017000Z,8.089,135.83,0,0,2,16,275,657
2026-03-08T05:05:03.417889Z,3ee651c0-59d3-452d-a98d-214d717bef83,RECRUIT,nawe69,2026-03-03T00:10:43.518000Z,5.204,56.5,0,0,0,0,225,330
2026-03-08T05:05:03.417889Z,511c4018-f6ca-4ccb-a698-9b64b07c6ad3,RECRUIT,aIfaa,2026-02-24T11:49:28.720000Z,11.719,37.75,0,1,0,1,406,333
2026-03-08T05:05:03.417889Z,1ebcb3ff-2695-4a54-b482-a22081cb024a,RECRUIT,erik_9453,2026-02-11T03:24:11.296000Z,25.07,41.5,0,0,0,0,828,314
2026-03-08T05:05:03.417889Z,7f8b70f3-c2ef-4669-9da0-d9f29bedbf78,RECRUIT,Mesinya,2026-03-01T21:32:02.080000Z,6.315,69.67,0,0,1,4,266,476
2026-03-08T05:05:03.417889Z,31cc44b4-4c2d-4d88-8e41-f4a4b0337346,RECRUIT,TheKzR,2026-03-07T23:29:49.832000Z,0.233,89.67,0,0,5,3,262,508
2026-03-08T05:05:03.417889Z,a4fa7dd2-7cd7-4626-b9f6-3284fc16557a,RECRUIT,GrayR0ot,2026-03-07T22:49:13.080000Z,0.261,275.75,0,0,0,11,2284,1499
2026-03-08T05:05:03.417889Z,94591244-b96c-4675-99fc-b4e9abfac6de,RECRUIT,cheeseball01,2026-03-08T03:08:55.424000Z,0.081,1788.75,80,71,5,342,5294,2409
2026-03-08T05:05:03.417889Z,1285f316-0b50-4d36-ae61-a02ed620c8ff,RECRUIT,skrybs,2026-02-25T02:01:27.901000Z,11.127,1170.5,0,0,1,5,7766,5045
2026-03-08T05:05:03.417889Z,4489c7f5-9d5a-4b32-b0a3-e2dd9ae619ab,RECRUIT,Laborious,2026-02-26T04:39:03.954000Z,10.018,783.33,52,0,4,46,3126,2341
2026-03-15T05:47:06.156986Z,a8e5c7c3-444f-4436-b69f-a8db58cdf40d,OWNER,Nqn,2026-03-15T05:44:00.626000Z,0.002,751.0,403,126,3,606,1928,1083
2026-03-15T05:47:06.156986Z,91be9a75-7398-47e0-8c4d-f79df2fc035f,CHIEF,Tisumi,2026-03-15T05:44:15.137000Z,0.002,1171.75,506,280,2,1237,3075,2175
2026-03-15T05:47:06.156986Z,1b6568dd-4e58-442f-918f-90926f58de0c,CHIEF,clohi,2026-03-15T05:44:27.608000Z,0.002,2448.75,139,74,4,398,5270,3100
2026-03-15T05:47:06.156986Z,5652732f-e36b-4ca4-87ca-59f9c6dc3ba1,CHIEF,_N8,2026-03-15T05:43:45.499000Z,0.002,645.42,300,11,1,75,1463,1508
2026-03-15T05:47:06.156986Z,0a19dd60-254e-4c48-9d76-1b57a2f12c7f,CHIEF,GigaFanDeJul,2026-03-09T21:57:56.861000Z,5.326,715.58,182,107,1,204,2686,1227
2026-03-15T05:47:06.156986Z,4a82c3ac-be5d-4115-a822-f2a9c7bdb096,CHIEF,Krijer1,2026-03-14T14:12:29.828000Z,0.649,646.58,186,71,5,203,3408,1781
2026-03-15T05:47:06.156986Z,845eed02-175a-44b4-87a2-0228b1fbc3ee,CHIEF,H1V,2026-03-14T15:20:24.635000Z,0.602,1185.42,29,200,5,480,3273,3433
2026-03-15T05:47:06.156986Z,bd5c1697-4d42-41dd-a4f2-2c8a3a669104,CHIEF,Shivnitzl19,2026-03-15T02:36:44.319000Z,0.132,6983.67,39,19,5,480,18851,5037
2026-03-15T05:47:06.156986Z,eb33d516-a34b-4050-bd2c-69a24bf0bd75,CHIEF,Chevacchi,2026-03-14T18:30:44.516000Z,0.47,410.83,690,31,0,44,1033,756
2026-03-15T05:47:06.156986Z,1a3f6b2a-993b-49ed-8542-7584081864b6,CHIEF,Xentell,2026-03-13T20:53:16.024000Z,1.371,256.42,37,9,5,49,1155,778
2026-03-15T05:47:06.156986Z,89cdeb83-0958-4563-a606-0a460e13abfa,CHIEF,ewenfi,2026-02-28T17:29:02.532000Z,14.513,958.5,71,93,2,401,1940,1956
2026-03-15T05:47:06.156986Z,4470c807-1394-4930-937d-1680d508d22d,CHIEF,KirouXD,2026-03-08T15:19:03.061000Z,6.603,395.17,92,61,3,188,1279,659
2026-03-15T05:47:06.156986Z,130612b6-1d46-49c7-b06e-3200959254c7,STRATEGIST,_Snoopers_,2026-03-15T05:44:33.654000Z,0.002,415.67,37,61,5,107,5515,1502
2026-03-15T05:47:06.156986Z,a8ff0b79-9511-47b7-8705-b657eba980aa,STRATEGIST,LaserX,2026-03-14T22:26:07.063000Z,0.306,736.25,73,41,5,177,3456,2116
2026-03-15T05:47:06.156986Z,f46a3aa1-ed18-48f4-bcf9-594e0ff19842,STRATEGIST,WhiteNoise0113,2026-03-14T18:23:09.691000Z,0.475,2876.83,4039,97,5,261,9528,3920
2026-03-15T05:47:06.156986Z,c32bfbf5-9665-4ad1-837e-92fa882288a3,STRATEGIST,StyNath,2026-03-13T00:06:27.671000Z,2.237,145.75,9,24,1,61,882,554
2026-03-15T05:47:06.156986Z,ce2fc852-9b0e-41d2-a323-603be70f5b69,STRATEGIST,kcsato,2026-03-04T14:12:00.060000Z,10.649,325.5,101,10,4,47,2299,1211
2026-03-15T05:47:06.156986Z,9604c081-52b1-4224-8107-b00885644c84,STRATEGIST,imNaphy,2026-03-14T08:55:14.742000Z,0.869,356.67,0,0,0,0,3521,915
2026-03-15T05:47:06.156986Z,96512a2a-4200-463e-8974-27a4c81947cd,STRATEGIST,FireGamingDK,2026-02-19T09:14:51.145000Z,23.856,422.17,97,0,3,31,3206,1620
2026-03-15T05:47:06.156986Z,fdaac6c6-88b2-437a-b923-44d14d0841f6,STRATEGIST,Lliseron,2026-03-13T13:54:37.076000Z,1.661,37.08,0,0,0,0,1121,153
2026-03-15T05:47:06.156986Z,b7d4a9f2-73ba-47b6-bc7c-d8db98ad6a2e,CAPTAIN,cresseliah,2026-03-15T05:25:55.986000Z,0.015,164.5,0,3,2,11,1309,721
2026-03-15T05:47:06.156986Z,d680883b-e7b2-4bfc-bad7-79372d97c60d,CAPTAIN,ddxWeCraft,2026-03-15T04:07:50.197000Z,0.069,437.33,14,85,5,242,1150,1182
2026-03-15T05:47:06.156986Z,06793d89-e8ea-4ec2-aa55-4c5f03b93026,CAPTAIN,MoondustPeachy,2026-03-14T22:38:27.864000Z,0.298,352.08,12,67,4,131,1819,1115
2026-03-15T05:47:06.156986Z,a27ae078-8209-4c2e-85ea-57de6168cc9b,CAPTAIN,xEagless,2026-03-14T02:08:02.449000Z,1.152,366.25,11,24,2,150,2620,1140
2026-03-15T05:47:06.156986Z,c1d04519-cf18-4a40-9061-a0d72ec3fda2,CAPTAIN,CodeCrevette,2026-03-15T05:45:08.849000Z,0.001,498.0,0,93,5,223,1540,1206
2026-03-15T05:47:06.156986Z,81c0cf7a-43f9-4aaf-8783-4953970e394d,CAPTAIN,WynnDestroyer,2026-02-28T07:37:02.839000Z,14.924,235.17,0,0,1,13,1784,1491
2026-03-15T05:47:06.156986Z,c77bcc5e-ad22-478d-a70e-fa3a255f2f86,CAPTAIN,jeff1234567842,2026-03-15T02:49:47.109000Z,0.123,270.25,17,67,4,155,1757,1395
2026-03-15T05:47:06.156986Z,4fb7c4a3-a84e-431c-9d93-649f6391f7eb,CAPTAIN,SolaR8735,2026-03-14T18:56:47.634000Z,0.452,308.08,0,60,3,166,268,676
2026-03-15T05:47:06.156986Z,9731aa53-56d8-43e2-99d1-86e5e2efd7de,CAPTAIN,JP_GOD_Divzer,2026-03-14T11:05:29.951000Z,0.779,312.0,0,4,3,199,817,762
2026-03-15T05:47:06.156986Z,b3be31d6-e441-4299-a342-685898f35f30,CAPTAIN,BlueSkyMoose,2026-03-15T04:41:07.574000Z,0.046,1592.42,33,66,5,217,8296,4383
2026-03-15T05:47:06.156986Z,02115748-53c2-4a43-afd7-5412d8e01f8a,CAPTAIN,Budiono,2026-03-15T03:25:57.773000Z,0.098,2748.58,1611,18,3,615,12264,3308
2026-03-15T05:47:06.156986Z,ae32ae54-c15c-4c6d-ab46-3bdcec6e2e7f,CAPTAIN,kanyo0904,2026-03-14T15:15:27.098000Z,0.605,319.75,17,1,4,268,408,554
2026-03-15T05:47:06.156986Z,3ed556ef-70ef-4d27-8bae-c2cff73f9b20,CAPTAIN,YBN,2026-02-24T21:11:10.295000Z,18.358,114.83,0,0,1,4,1745,787
2026-03-15T05:47:06.156986Z,bf6fd3d8-f0b2-4831-9dc2-77db02b015d7,CAPTAIN,Gurlic,2026-03-13T06:23:22.420000Z,1.975,259.67,6,4,2,36,948,1139
2026-03-15T05:47:06.156986Z,2ad7fd38-792d-4862-ba2a-b7e1c1723b18,CAPTAIN,wrggg,2026-03-02T21:28:50.964000Z,12.346,870.67,46,192,2,801,851,593
2026-03-15T05:47:06.156986Z,065f7a4a-e15a-4bbf-ab2f-b55051e0b6de,CAPTAIN,parrandeno,2026-03-14T16:57:02.257000Z,0.535,86.0,12,4,1,16,1030,717
2026-03-15T05:47:06.156986Z,823ee888-e114-4ca9-9781-7086b5430a54,CAPTAIN,Liciela,2026-03-15T03:26:23.513000Z,0.098,1439.58,289,17,3,389,4692,1918
2026-03-15T05:47:06.156986Z,d0344f4e-a5fb-48ee-9359-1c82fb2320aa,CAPTAIN,gauvinsteven,2026-03-15T03:46:38.984000Z,0.084,379.08,1,0,0,1,2081,1084
2026-03-15T05:47:06.156986Z,b0135e82-95b5-432b-a008-d7a8d6829e07,CAPTAIN,EdouardpheoIII,2026-03-08T15:40:52.269000Z,6.588,1023.08,1,15,1,81,7390,1195
2026-03-15T05:47:06.156986Z,cff26bb4-bad0-4de2-8559-19d23e2d9d41,CAPTAIN,Ecmz,2026-02-28T04:36:02.130000Z,15.049,372.25,45,1,1,45,983,965
2026-03-15T05:47:06.156986Z,9c413f4a-9e5f-46e9-8b89-abdd46f3f74b,CAPTAIN,MelinoeNemesis,2026-02-21T15:31:06.350000Z,21.594,70.42,0,13,0,18,1387,460
2026-03-15T05:47:06.156986Z,e781dac3-37b9-48e8-b588-dc8b5a1e0200,RECRUITER,Bluvey,2026-03-15T03:31:50.365000Z,0.094,231.83,1,23,5,111,934,817
2026-03-15T05:47:06.156986Z,4f7fad4a-c959-468f-8708-dd68f28e945b,RECRUITER,Arctifire,2026-03-14T06:48:33.937000Z,0.957,169.33,0,28,3,54,569,668
2026-03-15T05:47:06.156986Z,c837e8b4-4e0a-41c4-b397-7b02f8f35f2a,RECRUITER,jayandjef,2026-03-15T03:13:48.087000Z,0.106,430.0,5,36,2,130,1211,1247
2026-03-15T05:47:06.156986Z,04be2792-d567-4c0a-aa1d-67242dbcf0a8,RECRUITER,roll_54,2026-02-27T00:24:10.536000Z,16.224,77.42,8,2,1,12,420,452
2026-03-15T05:47:06.156986Z,8c0c0855-a6e0-49aa-9b4d-ceb0e040d9cb,RECRUITER,FlamePootis,2026-03-15T03:08:07.289000Z,0.11,124.17,0,28,3,72,268,668
2026-03-15T05:47:06.156986Z,3823b995-b8fa-49f5-8c68-6d1a66bdf215,RECRUITER,JinnMD,2026-03-10T10:37:03.199000Z,4.799,1111.5,4,3,3,6,2141,1117
2026-03-15T05:47:06.156986Z,423997a0-9626-479c-97e5-d3517b93083c,RECRUITER,AmasoXd,2026-02-13T14:30:13.352000Z,29.637,100.5,0,0,0,16,1376,474
2026-03-15T05:47:06.156986Z,1af5a66a-9337-4e66-a69b-35d825f4a62b,RECRUITER,evbubba,2026-02-23T19:12:06.300000Z,19.441,364.58,0,0,4,38,1841,1510
2026-03-15T05:47:06.156986Z,0254668f-5453-408d-aa18-d44d8619c215,RECRUITER,Thund3rMC,2026-03-14T23:17:09.405000Z,0.271,470.42,1,0,5,7,1159,1528
2026-03-15T05:47:06.156986Z,502073b4-06bc-4f30-8a4f-115e6c9e35af,RECRUITER,Endyre,2026-03-15T00:09:54.211000Z,0.234,1550.33,50,21,5,148,9729,5703
2026-03-15T05:47:06.156986Z,43916d5e-7827-45f2-b40d-5f1141e1e67a,RECRUITER,kseap,2026-03-15T04:18:58.225000Z,0.061,924.42,0,3,3,3,3290,1838
2026-03-15T05:47:06.156986Z,0cea76a6-b7a3-4537-8b64-f98ab836a1e2,RECRUITER,JJCourts,2026-03-14T13:51:22.401000Z,0.664,177.08,3,0,1,17,1125,869
2026-03-15T05:47:06.156986Z,ec784aab-d88e-40df-a5ab-c6a26fc9c671,RECRUITER,AlleNupY,2026-02-25T22:57:44.934000Z,17.284,145.67,0,0,0,1,502,765
2026-03-15T05:47:06.156986Z,d3abfd17-2a07-45b1-a5b0-9b76800b53f4,RECRUITER,S6kuna,2026-03-15T05:46:08.821000Z,0.001,90.5,0,0,0,3,304,585
2026-03-15T05:47:06.156986Z,5e3c6983-b267-49be-b6f8-7eedb09fddb4,RECRUITER,Zytiv,2026-02-25T13:30:12.267000Z,17.678,112.25,2,0,0,0,390,527
2026-03-15T05:47:06.156986Z,4c0e0ac7-49e1-4590-b4d6-8fe2f1ca1e26,RECRUITER,Firetornado2312,2026-02-26T02:13:27.798000Z,17.148,49.33,1,0,0,1,219,321
2026-03-15T05:47:06.156986Z,9867e87a-e526-4da0-8945-e91f339409cc,RECRUITER,VenonatGX,2026-03-07T13:48:58.383000Z,7.665,880.42,1,0,5,548,3357,2161
2026-03-15T05:47:06.156986Z,fff311d0-b571-4b80-baa2-43adfe981448,RECRUIT,ZicZac,2026-03-09T22:16:57.807000Z,5.313,349.92,0,2,0,58,1884,1834
2026-03-15T05:47:06.156986Z,6582d74d-9b97-435e-9781-66cf2aedb17a,RECRUIT,Feather_Storm,2026-03-13T23:44:49.429000Z,1.252,373.17,0,0,3,13,1565,840
2026-03-15T05:47:06.156986Z,283536d3-5e6f-4c8d-a23b-9fa8a8b50f18,RECRUIT,notBirdblade,2026-03-15T01:12:23.582000Z,0.191,119.92,0,0,3,38,1159,872
2026-03-15T05:47:06.156986Z,b22cfe82-4f5d-4b43-b63f-8e33bf3d7835,RECRUIT,SewageFarts,2026-03-11T22:57:38.312000Z,3.284,43.42,24,1,1,5,603,358
2026-03-15T05:47:06.156986Z,bd589667-31d5-4f6c-95b8-04ddad4b241f,RECRUIT,iParadox1122,2026-02-19T06:57:07.851000Z,23.951,98.75,0,0,1,15,1095,620
2026-03-15T05:47:06.156986Z,2adb411c-37e2-491c-8afd-9a38fc4fdf06,RECRUIT,_Hammie_,2026-03-14T11:19:16.855000Z,0.769,122.08,0,0,0,3,294,837
2026-03-15T05:47:06.156986Z,4bfb9baf-7347-43c8-9c4d-5c55b27c780e,RECRUIT,Ryuuchen,2026-03-07T20:04:12.835000Z,7.405,170.08,0,0,2,5,1599,1070
2026-03-15T05:47:06.156986Z,f2fb427f-1ccc-495f-90f1-d40ad5de42f9,RECRUIT,Pogo_Duck,2026-03-09T04:24:36.937000Z,6.057,358.83,0,1,1,122,1786,865
2026-03-15T05:47:06.156986Z,1b6b5470-e8d6-48c8-a553-5bb52395a662,RECRUIT,Kanaefx,2026-02-28T02:56:34.017000Z,15.118,135.83,0,0,2,16,275,657
2026-03-15T05:47:06.156986Z,a56bd776-a06a-40d7-ac13-3afbaca83679,RECRUIT,DracoCentauros,2026-03-15T05:46:11.057000Z,0.001,482.42,0,4,5,104,989,783
2026-03-15T05:47:06.156986Z,3ee651c0-59d3-452d-a98d-214d717bef83,RECRUIT,nawe69,2026-03-03T00:10:43.518000Z,12.234,56.5,0,0,0,0,225,330
2026-03-15T05:47:06.156986Z,511c4018-f6ca-4ccb-a698-9b64b07c6ad3,RECRUIT,aIfaa,2026-02-24T11:49:28.720000Z,18.748,37.75,0,1,0,1,406,333
2026-03-15T05:47:06.156986Z,7f8b70f3-c2ef-4669-9da0-d9f29bedbf78,RECRUIT,Mesinya,2026-03-01T21:32:02.080000Z,13.344,69.67,0,0,1,4,266,476
2026-03-15T05:47:06.156986Z,1285f316-0b50-4d36-ae61-a02ed620c8ff,RECRUIT,skrybs,2026-03-15T03:45:18.473000Z,0.085,1173.25,0,0,1,5,7792,5074
2026-03-15T05:47:06.156986Z,31cc44b4-4c2d-4d88-8e41-f4a4b0337346,RECRUIT,TheKzR,2026-03-15T05:15:10.519000Z,0.022,90.08,0,0,5,3,407,515
2026-03-15T05:47:06.156986Z,a4fa7dd2-7cd7-4626-b9f6-3284fc16557a,RECRUIT,GrayR0ot,2026-03-14T23:28:20.825000Z,0.263,286.58,0,0,1,11,2286,1524
2026-03-15T05:47:06.156986Z,94591244-b96c-4675-99fc-b4e9abfac6de,RECRUIT,cheeseball01,2026-03-08T03:08:55.424000Z,7.11,1788.75,80,71,5,342,5294,2409
2026-03-15T05:47:06.156986Z,4489c7f5-9d5a-4b32-b0a3-e2dd9ae619ab,RECRUIT,Laborious,2026-02-26T04:39:03.954000Z,17.047,783.33,52,0,4,46,3126,2341

2026-03-22T20:16:23.389354Z,a8e5c7c3-444f-4436-b69f-a8db58cdf40d,OWNER,Nqn,2026-03-22T15:22:39.252000Z,0.204,833.25,413,163,3,744,2033,1327
2026-03-22T20:16:23.389354Z,91be9a75-7398-47e0-8c4d-f79df2fc035f,CHIEF,Tisumi,2026-03-22T20:13:23.502000Z,0.002,1265.0,529,337,2,1454,3175,2283
2026-03-22T20:16:23.389354Z,1b6568dd-4e58-442f-918f-90926f58de0c,CHIEF,clohi,2026-03-22T05:46:08.346000Z,0.604,2488.25,139,99,4,439,5270,3118
2026-03-22T20:16:23.389354Z,5652732f-e36b-4ca4-87ca-59f9c6dc3ba1,CHIEF,_N8,2026-03-22T07:47:04.049000Z,0.52,687.42,345,12,1,82,1715,1717
2026-03-22T20:16:23.389354Z,0a19dd60-254e-4c48-9d76-1b57a2f12c7f,CHIEF,GigaFanDeJul,2026-03-09T21:57:56.861000Z,12.929,715.58,182,107,1,204,2686,1227
2026-03-22T20:16:23.389354Z,4a82c3ac-be5d-4115-a822-f2a9c7bdb096,CHIEF,Krijer1,2026-03-22T20:07:11.766000Z,0.006,672.58,186,75,5,209,3668,1848
2026-03-22T20:16:23.389354Z,845eed02-175a-44b4-87a2-0228b1fbc3ee,CHIEF,H1V,2026-03-22T18:32:45.858000Z,0.072,1208.58,29,230,5,516,3273,3433
2026-03-22T20:16:23.389354Z,bd5c1697-4d42-41dd-a4f2-2c8a3a669104,CHIEF,Shivnitzl19,2026-03-22T18:32:51.636000Z,0.072,6989.0,39,19,5,480,18858,5091
2026-03-22T20:16:23.389354Z,eb33d516-a34b-4050-bd2c-69a24bf0bd75,CHIEF,Chevacchi,2026-03-22T16:53:32.344000Z,0.141,450.83,744,33,0,46,1033,785
2026-03-22T20:16:23.389354Z,1a3f6b2a-993b-49ed-8542-7584081864b6,CHIEF,Xentell,2026-03-21T09:10:49.574000Z,1.462,258.67,37,9,5,49,1155,778
2026-03-22T20:16:23.389354Z,89cdeb83-0958-4563-a606-0a460e13abfa,CHIEF,ewenfi,2026-03-15T14:49:57.456000Z,7.227,958.92,71,93,2,401,1940,1956
2026-03-22T20:16:23.389354Z,4470c807-1394-4930-937d-1680d508d22d,CHIEF,KirouXD,2026-03-08T15:19:03.061000Z,14.206,395.17,92,61,3,188,1279,659
2026-03-22T20:16:23.389354Z,130612b6-1d46-49c7-b06e-3200959254c7,STRATEGIST,_Snoopers_,2026-03-22T02:53:28.970000Z,0.724,423.25,37,63,5,117,5515,1502
2026-03-22T20:16:23.389354Z,a8ff0b79-9511-47b7-8705-b657eba980aa,STRATEGIST,LaserX,2026-03-16T18:37:10.414000Z,6.069,736.25,73,41,5,177,3456,2116
2026-03-22T20:16:23.389354Z,f46a3aa1-ed18-48f4-bcf9-594e0ff19842,STRATEGIST,WhiteNoise0113,2026-03-15T23:23:17.037000Z,6.87,2876.83,4039,97,5,261,9528,3920
2026-03-22T20:16:23.389354Z,c32bfbf5-9665-4ad1-837e-92fa882288a3,STRATEGIST,StyNath,2026-03-13T00:06:27.671000Z,9.84,145.75,9,24,1,61,882,554
2026-03-22T20:16:23.389354Z,ce2fc852-9b0e-41d2-a323-603be70f5b69,STRATEGIST,kcsato,2026-03-15T12:18:20.467000Z,7.332,325.5,101,10,4,47,2299,1211
2026-03-22T20:16:23.389354Z,9604c081-52b1-4224-8107-b00885644c84,STRATEGIST,imNaphy,2026-03-21T20:29:28.868000Z,0.991,359.58,0,0,0,0,3522,960
2026-03-22T20:16:23.389354Z,96512a2a-4200-463e-8974-27a4c81947cd,STRATEGIST,FireGamingDK,2026-02-19T09:14:51.145000Z,31.459,422.17,97,0,3,31,3206,1620
2026-03-22T20:16:23.389354Z,fdaac6c6-88b2-437a-b923-44d14d0841f6,STRATEGIST,Lliseron,2026-03-21T21:02:18.768000Z,0.968,40.42,1,0,0,0,1127,160
2026-03-22T20:16:23.389354Z,b7d4a9f2-73ba-47b6-bc7c-d8db98ad6a2e,CAPTAIN,cresseliah,2026-03-16T04:41:32.685000Z,6.649,165.08,0,3,2,11,1326,722
2026-03-22T20:16:23.389354Z,d680883b-e7b2-4bfc-bad7-79372d97c60d,CAPTAIN,ddxWeCraft,2026-03-22T20:00:31.164000Z,0.011,502.25,15,122,5,341,1189,1210
2026-03-22T20:16:23.389354Z,06793d89-e8ea-4ec2-aa55-4c5f03b93026,CAPTAIN,MoondustPeachy,2026-03-21T10:10:13.168000Z,1.421,404.67,16,93,4,203,1905,1335
2026-03-22T20:16:23.389354Z,c1d04519-cf18-4a40-9061-a0d72ec3fda2,CAPTAIN,CodeCrevette,2026-03-22T07:45:21.333000Z,0.522,581.08,0,148,5,293,1602,1377
2026-03-22T20:16:23.389354Z,a27ae078-8209-4c2e-85ea-57de6168cc9b,CAPTAIN,xEagless,2026-03-22T20:13:41.320000Z,0.002,382.25,11,24,5,150,2621,1434
2026-03-22T20:16:23.389354Z,81c0cf7a-43f9-4aaf-8783-4953970e394d,CAPTAIN,WynnDestroyer,2026-02-28T07:37:02.839000Z,22.527,235.17,0,0,1,13,1784,1491
2026-03-22T20:16:23.389354Z,4f7fad4a-c959-468f-8708-dd68f28e945b,CAPTAIN,Arctifire,2026-03-22T07:43:36.890000Z,0.523,198.83,0,49,3,78,596,711
2026-03-22T20:16:23.389354Z,4fb7c4a3-a84e-431c-9d93-649f6391f7eb,CAPTAIN,SolaR8735,2026-03-22T17:51:41.726000Z,0.1,341.0,0,75,4,197,268,680
2026-03-22T20:16:23.389354Z,c77bcc5e-ad22-478d-a70e-fa3a255f2f86,CAPTAIN,jeff1234567842,2026-03-21T20:48:33.070000Z,0.978,276.75,17,69,4,159,1761,1414
2026-03-22T20:16:23.389354Z,b3be31d6-e441-4299-a342-685898f35f30,CAPTAIN,BlueSkyMoose,2026-03-22T17:32:41.186000Z,0.114,1626.58,33,92,5,243,8397,4395
2026-03-22T20:16:23.389354Z,9731aa53-56d8-43e2-99d1-86e5e2efd7de,CAPTAIN,JP_GOD_Divzer,2026-03-22T18:35:24.775000Z,0.07,330.5,0,10,3,210,817,762
2026-03-22T20:16:23.389354Z,8c0c0855-a6e0-49aa-9b4d-ceb0e040d9cb,CAPTAIN,FlamePootis,2026-03-22T06:10:41.955000Z,0.587,135.08,0,33,5,77,459,723
2026-03-22T20:16:23.389354Z,ae32ae54-c15c-4c6d-ab46-3bdcec6e2e7f,CAPTAIN,kanyo0904,2026-03-22T20:14:33.401000Z,0.001,336.25,30,3,4,274,408,555
2026-03-22T20:16:23.389354Z,3ed556ef-70ef-4d27-8bae-c2cff73f9b20,CAPTAIN,YBN,2026-02-24T21:11:10.295000Z,25.962,114.83,0,0,1,4,1745,787
2026-03-22T20:16:23.389354Z,bf6fd3d8-f0b2-4831-9dc2-77db02b015d7,CAPTAIN,Gurlic,2026-03-22T15:44:17.355000Z,0.189,259.75,6,4,2,36,948,1139
2026-03-22T20:16:23.389354Z,2ad7fd38-792d-4862-ba2a-b7e1c1723b18,CAPTAIN,wrggg,2026-03-02T21:28:50.964000Z,19.95,870.67,46,192,2,801,851,593
2026-03-22T20:16:23.389354Z,065f7a4a-e15a-4bbf-ab2f-b55051e0b6de,CAPTAIN,parrandeno,2026-03-14T16:57:02.257000Z,8.138,86.0,12,4,1,16,1030,717
2026-03-22T20:16:23.389354Z,823ee888-e114-4ca9-9781-7086b5430a54,CAPTAIN,Liciela,2026-03-18T16:45:27.100000Z,4.146,1440.42,289,17,3,389,4692,1924
2026-03-22T20:16:23.389354Z,d0344f4e-a5fb-48ee-9359-1c82fb2320aa,CAPTAIN,gauvinsteven,2026-03-20T09:44:37.742000Z,2.439,388.75,1,0,0,1,2603,1095
2026-03-22T20:16:23.389354Z,b0135e82-95b5-432b-a008-d7a8d6829e07,CAPTAIN,EdouardpheoIII,2026-03-21T08:33:49.913000Z,1.488,1023.92,1,15,1,81,7390,1195
2026-03-22T20:16:23.389354Z,cff26bb4-bad0-4de2-8559-19d23e2d9d41,CAPTAIN,Ecmz,2026-02-28T04:36:02.130000Z,22.653,372.25,45,1,1,45,983,965
2026-03-22T20:16:23.389354Z,9c413f4a-9e5f-46e9-8b89-abdd46f3f74b,CAPTAIN,MelinoeNemesis,2026-02-21T15:31:06.350000Z,29.198,70.42,0,13,0,18,1387,460
2026-03-22T20:16:23.389354Z,e781dac3-37b9-48e8-b588-dc8b5a1e0200,RECRUITER,Bluvey,2026-03-22T08:59:16.288000Z,0.47,238.42,1,23,5,113,935,834
2026-03-22T20:16:23.389354Z,c837e8b4-4e0a-41c4-b397-7b02f8f35f2a,RECRUITER,jayandjef,2026-03-22T18:47:23.064000Z,0.062,441.67,5,36,2,131,1240,1291
2026-03-22T20:16:23.389354Z,3823b995-b8fa-49f5-8c68-6d1a66bdf215,RECRUITER,JinnMD,2026-03-10T10:37:03.199000Z,12.402,1111.5,4,3,3,6,2141,1117
2026-03-22T20:16:23.389354Z,423997a0-9626-479c-97e5-d3517b93083c,RECRUITER,AmasoXd,2026-02-13T14:30:13.352000Z,37.24,100.5,0,0,0,16,1376,474
2026-03-22T20:16:23.389354Z,43916d5e-7827-45f2-b40d-5f1141e1e67a,RECRUITER,kseap,2026-03-22T18:36:24.907000Z,0.069,950.25,0,8,3,9,3336,1987
